0.	0.15707963267948966	3.141592653589793	0.	1.6662018986757232e-15	1.999999999999998	-0.34920056166685476	0.40886132611389203	-0.349200561666855	-0.29824545507265504
0.	0.3141592653589793	3.141592653589793	0.	1.1102230246251565e-15	2.0000000000000004	-0.3362492559819793	0.4628073967054799	-0.33624925598197836	-0.24429938448106825
0.	0.47123889803846897	3.141592653589793	0.	3.1086244689504383e-15	2.0000000000000027	-0.31501837766752555	0.5140632710733257	-0.31501837766752516	-0.19304351011322216
0.	0.6283185307179586	3.141592653589793	0.	2.220446049250313e-16	2.	-0.2860307014088423	0.5613668594820007	-0.2860307014088428	-0.14573992170454736
0.	0.7853981633974483	3.141592653589793	0.	1.1102230246251565e-15	2.000000000000001	-0.2500000000000001	0.603553390593274	-0.2500000000000001	-0.10355339059327381
0.	0.9424777960769379	3.141592653589793	0.	-9.992007221626409e-16	2.000000000000001	-0.20781346888872682	0.6395840920021162	-0.20781346888872676	-0.06752268918443163
0.	1.0995574287564276	3.141592653589793	0.	1.7763568394002505e-15	1.9999999999999984	-0.16050988048005171	0.6685717682607996	-0.1605098804800511	-0.03853501292574841
0.	1.2566370614359172	3.141592653589793	0.	1.9984014443252818e-15	2.0000000000000013	-0.10925400611220541	0.6898026465752531	-0.10925400611220601	-0.017304134611295215
0.	1.413716694115407	3.141592653589793	0.	4.9960036108132044e-15	1.9999999999999962	-0.05530793552061851	0.7027539522601276	-0.05530793552061866	-0.0043528289264186315
0.	1.5707963267948966	3.141592653589793	0.	1.7763568394002505e-15	2.0000000000000018	0.	0.7071067811865488	0.	0.
0.	1.7278759594743864	3.141592653589793	0.	4.440892098500626e-16	2.	0.05530793552061853	0.7027539522601289	0.05530793552061858	-0.004352828926418624
0.	1.8849555921538759	3.141592653589793	0.	4.440892098500626e-16	2.0000000000000004	0.10925400611220526	0.6898026465752516	0.1092540061122054	-0.017304134611295117
