0.	2.6179938779914944	0.30618621784789213+0.5303300858899019*I	1.0655148811112283-0.10159705640164644*I	0.30618621784789274-0.17677669529663423*I
0.	3.141592653589793	-0.35355339059321284-0.3535533905932129*I	1.-3.469446951953614*^-16*I	-0.3535533905932124+0.35355339059321234*I
0.	3.141592653589793	-0.5-0.5000000000000001*I	0.9999999999999999+0.*I	0.5000000000000001-0.5*I
0.	3.141592653589793	0.5+0.5000000000000001*I	0.9999999999999999+0.*I	-0.5000000000000001+0.5*I
0.	3.141592653589793	0.35355339059326+0.3535533905932601*I	1.+1.887379141862766*^-15*I	0.35355339059326274-0.3535533905932627*I
0.5	0.	0.358566725267669-0.3585667252676689*I	1.-9.131584377541913*^-15*I	0.3585667252676817+0.35856672526768163*I
0.5	0.	-0.5000000000000022+0.5000000000000022*I	0.9999999999999999+1.1657341758564146*^-15*I	0.5000000000000011+0.500000000000001*I
0.5	0.	0.4999999999999995-0.49999999999999944*I	0.9999999999999999-8.049116928532386*^-16*I	-0.5000000000000003-0.5000000000000002*I
0.5	0.	-0.3474082322904856+0.34740823229048556*I	1.+5.398459457239824*^-15*I	-0.34740823229047785-0.3474082322904778*I
0.5	0.5235987755982988	0.3047897103769892-0.5279112639971483*I	1.0606174150629177+0.09467351421137483*I	0.3236834292833756+0.18687871502897807*I
0.5	0.5235987755982988	-0.25316264693745955+0.43849056707430123*I	0.9010901529281286-0.23281125597802824*I	0.7454062001500827+0.43036047031226626*I
0.5	0.5235987755982988	-0.3070633488102255+0.5318493212815548*I	1.0699978283127303+0.107858362368291*I	-0.28804654338468655-0.16630374936228995*I
0.5	1.0471975511965976	0.17605945332213147-0.6570628249509959*I	1.1716943645676532+0.089874852831754*I	0.19678602943278933+0.05272865766824304*I
0.5	1.0471975511965976	-0.06985773381432502+0.2607126118966834*I	0.6176665595665841-0.34453825627619694*I	0.928540737072897+0.24880174063808214*I
0.5	1.0471975511965976	-0.17724803949113746+0.6614986889228999*I	1.179522213404521+0.09361486338439128*I	-0.15963846365824985-0.04277499741817317*I
0.5	1.5707963267948966	0.-0.7071067811865493*I	1.22474487139159+0.*I	0.
0.5	1.5707963267948966	0.+0.*I	0.+6.664001874625056*^-8*I	-1.0000000000000022
0.5	1.5707963267948966	0.+0.*I	8.429369702178807*^-8+0.*I	0.9999999999999964
0.5	1.5707963267948966	0.+0.7071067811865483*I	1.2247448713915896+0.*I	0.
0.5	2.0943951023931953	-0.1760594533221242-0.6570628249509685*I	1.1716943645676376-0.08987485283174655*I	-0.19678602943279438+0.052728657668244396*I
0.5	2.0943951023931953	0.06985773381432506+0.26071261189668343*I	0.6176665595665909+0.3445382562761856*I	-0.9285407370728876+0.24880174063807964*I
0.5	2.0943951023931953	0.17724803949113982+0.6614986889229084*I	1.179522213404524-0.09361486338439277*I	0.15963846365826198-0.04277499741817642*I
0.5	2.6179938779914944	-0.3047897103770495-0.5279112639972531*I	1.0606174150629577-0.09467351421143165*I	-0.3236834292833749+0.18687871502897765*I
0.5	2.6179938779914944	0.25316264693746077+0.4384905670743037*I	0.9010901529281259+0.23281125597803853*I	-0.7454062001500942+0.43036047031227287*I
0.5	2.6179938779914944	0.30706334881017416+0.5318493212814662*I	1.0699978283126876-0.10785836236823161*I	0.2880465433847275-0.16630374936231362*I
0.5	3.141592653589793	-0.3585667252676587-0.35856672526765876*I	1.-2.0539125955565396*^-15*I	-0.35856672526765593+0.3585667252676559*I
0.5	3.141592653589793	0.5000000000000041+0.5000000000000042*I	0.9999999999999999+9.99200722162641*^-16*I	-0.5000000000000052+0.5000000000000051*I
0.5	3.141592653589793	-0.49999999999999856-0.49999999999999867*I	1.+1.0269562977782698*^-15*I	0.49999999999999967-0.4999999999999996*I
0.5	3.141592653589793	0.3474082322904821+0.3474082322904822*I	1.+1.6237011735142914*^-15*I	0.3474082322904845-0.34740823229048445*I
1.	0.	0.3627275629205995-0.36272756292059943*I	1.-1.5737411374061594*^-14*I	0.3627275629206212+0.36272756292062114*I
1.	0.	-0.5000000000000009+0.5000000000000009*I	1.+1.6375789613221059*^-15*I	0.4999999999999993+0.4999999999999992*I
1.	0.	0.4999999999999979-0.4999999999999978*I	0.9999999999999999-6.938893903907229*^-16*I	-0.49999999999999856-0.4999999999999985*I
1.	0.	-0.3397343121647334+0.3397343121647333*I	1.-2.180200464607651*^-14*I	-0.33973431216476546-0.3397343121647654*I
1.	0.5235987755982988	0.30317273768460196-0.5251105851394821*I	1.0556846648205898+0.08760859421464014*I	0.3399247828415665+0.19625566487780347*I
1.	0.5235987755982988	-0.26130350303592464+0.45259094345394973*I	0.9071466212048712-0.21194014354741283*I	0.7333784904275296+0.4234162688662155*I
1.	0.5235987755982988	-0.30699507229592504+0.5317310628898227*I	1.0735920018347518+0.11282753774606082*I	-0.2700617032223831-0.15592019705325166*I
1.	1.0471975511965976	0.17508052531538495-0.6534094158928657*I	1.1657986703195253+0.0870410256023624*I	0.2196452621070191+0.05885377060289804*I
1.	1.0471975511965976	-0.07831391885582745+0.2922715241097744*I	0.6356449006999221-0.315999353878715*I	0.9138134249251194+0.2448555692414041*I
1.	1.0471975511965976	-0.1774837363592244+0.6623783216097853*I	1.18180758608499+0.09470200827772038*I	-0.14510543497853706-0.03888088411986579*I
1.	1.5707963267948966	0.-0.7071067811865449*I	1.2247448713915876+0.*I	0.
1.	1.5707963267948966	0.+0.*I	0.+0.*I	-1.
1.	1.5707963267948966	0.+0.*I	0.+4.2146848510894035*^-8*I	1.0000000000000009
1.	1.5707963267948966	0.+0.7071067811865286*I	1.224744871391578+0.*I	0.
1.	2.0943951023931953	-0.17508052531537696-0.6534094158928357*I	1.1657986703195107-0.08704102560235537*I	-0.21964526210701077+0.0588537706028958*I
1.	2.0943951023931953	0.07831391885582564+0.29227152410976753*I	0.6356449006999234+0.3159993538787128*I	-0.9138134249251153+0.244855569241403*I
1.	2.0943951023931953	0.17748373635921186+0.6623783216097382*I	1.1818075860849577-0.09470200827770509*I	0.14510543497859435-0.03888088411988114*I
1.	2.6179938779914944	-0.30317273768461145-0.5251105851394989*I	1.0556846648205993-0.08760859421465383*I	-0.33992478284155325+0.1962556648777958*I
1.	2.6179938779914944	0.26130350303592065+0.4525909434539432*I	0.9071466212048686+0.2119401435474217*I	-0.7333784904275342+0.4234162688662182*I
1.	2.6179938779914944	0.3069950722958879+0.5317310628897588*I	1.073592001834732-0.11282753774603338*I	0.2700617032223585-0.15592019705323748*I
1.	3.141592653589793	-0.36272756292060987-0.3627275629206099*I	1.+1.7486012637846216*^-15*I	-0.3627275629206123+0.36272756292061226*I
1.	3.141592653589793	0.5000000000000014+0.5000000000000016*I	0.9999999999999999-1.1102230246251567*^-15*I	-0.5000000000000004+0.5000000000000003*I
1.	3.141592653589793	-0.4999999999999995-0.4999999999999996*I	1.-8.326672684688674*^-17*I	0.4999999999999995-0.49999999999999944*I
1.	3.141592653589793	0.339734312164697+0.33973431216469707*I	1.-2.4980018054066022*^-15*I	0.3397343121646934-0.33973431216469335*I
1.5	0.	0.36623390688558816-0.3662339068855881*I	1.+1.0824674490095276*^-14*I	0.3662339068855734+0.36623390688557333*I
1.5	0.	-0.49999999999999795+0.4999999999999979*I	0.9999999999999999-2.5812685322534894*^-15*I	0.5000000000000006+0.5000000000000004*I
1.5	0.	0.49999999999999856-0.4999999999999985*I	1.-7.216449660063518*^-16*I	-0.4999999999999993-0.4999999999999992*I
1.5	0.	-0.3299762898424995+0.32997628984249944*I	1.-2.400857290751901*^-15*I	-0.3299762898425031-0.3299762898425031*I
1.5	0.5235987755982988	0.30153207567426393-0.5222688751795286*I	1.0509794287664107+0.08078032610291516*I	0.35456498709541673+0.204708190744755*I
1.5	0.5235987755982988	-0.271724834464373+0.4706412189705366*I	0.9157149411125088-0.1851112926279443*I	0.7177058331354335+0.41436765595970704*I
1.5	0.5235987755982988	-0.3053533778841593+0.5288875647581425*I	1.075727631331026+0.11575935785138144*I	-0.25305630665418083-0.14610212676692375*I
1.5	1.0471975511965976	0.17384321859718355-0.6487917243559918*I	1.158470840888712+0.08349805500816955*I	0.24480440273292203+0.06559514201586977*I
1.5	1.0471975511965976	-0.09055291488903396+0.33794807913933506*I	0.6683878801652453-0.2705687909220732*I	0.8883306037366625+0.23802746788309037*I
1.5	1.0471975511965976	-0.17746623173222403+0.6623129934524523*I	1.1831650681533064+0.09534675060123196*I	-0.13282441087894936-0.03559019363015411*I
1.5	1.5707963267948966	0.-0.7071067811865442*I	1.2247448713915872+0.*I	0.
1.5	1.5707963267948966	0.+0.*I	2.5809568279517847*^-8+0.*I	-0.9999999999999997
1.5	1.5707963267948966	0.+0.*I	2.5809568279517847*^-8+0.*I	0.9999999999999997
1.5	1.5707963267948966	0.+0.7071067811865647*I	1.224744871391599+0.*I	0.
1.5	2.0943951023931953	-0.17384321859718221-0.6487917243559865*I	1.1584708408887094-0.08349805500816827*I	-0.2448044027329216+0.06559514201586966*I
1.5	2.0943951023931953	0.09055291488903708+0.33794807913934655*I	0.668387880165249+0.27056879092206865*I	-0.8883306037366625+0.23802746788309037*I
1.5	2.0943951023931953	0.17746623173226425+0.6623129934526022*I	1.183165068153395-0.09534675060127401*I	0.13282441087887975-0.03559019363013546*I
1.5	2.6179938779914944	-0.3015320756742609-0.5222688751795236*I	1.0509794287664092-0.08078032610291243*I	-0.3545649870954165+0.20470819074475485*I
1.5	2.6179938779914944	0.2717248344643654+0.4706412189705238*I	0.9157149411125128+0.185111292627933*I	-0.7177058331354134+0.41436765595969544*I
1.5	2.6179938779914944	0.3053533778841116+0.5288875647580603*I	1.0757276313309896-0.11575935785133133*I	0.2530563066542076-0.1461021267669392*I
1.5	3.141592653589793	-0.36623390688556884-0.3662339068855689*I	0.9999999999999999+7.771561172376097*^-16*I	-0.36623390688556995+0.36623390688556984*I
1.5	3.141592653589793	0.49999999999999906+0.4999999999999991*I	0.9999999999999999+1.9706458687096533*^-15*I	-0.5000000000000011+0.500000000000001*I
1.5	3.141592653589793	-0.500000000000006-0.500000000000006*I	1.-3.9968028886505635*^-15*I	0.500000000000002-0.500000000000002*I
1.5	3.141592653589793	0.32997628984249733+0.3299762898424974*I	1.+1.0769163338864018*^-14*I	0.3299762898425137-0.32997628984251365*I
2.	0.	0.3692283600117589-0.36922836001175885*I	1.+7.66053886991358*^-15*I	0.3692283600117485+0.36922836001174847*I
2.	0.	-0.5000000000000006+0.5000000000000004*I	0.9999999999999999-1.1102230246251568*^-16*I	0.5000000000000007+0.5000000000000006*I
2.	0.	0.5000000000000037-0.5000000000000036*I	0.9999999999999999-1.776356839400251*^-15*I	-0.5000000000000054-0.5000000000000053*I
2.	0.	-0.31741344304598396+0.3174134430459839*I	1.+5.412337245047638*^-15*I	-0.3174134430459754-0.3174134430459754*I
2.	0.5235987755982988	0.2999816306279957-0.5195834255850486*I	1.046649321190156+0.07441627497270459*I	0.36750701597682706+0.21218027460329716*I
2.	0.5235987755982988	-0.28236382825267675+0.4890684967532884*I	0.9253016282618185-0.15795532595106257*I	0.7016681317510592+0.4051082847482558*I
2.	0.5235987755982988	-0.30109369290969906+0.5215095739581397*I	1.075641973343285+0.11564205980534785*I	-0.23774646684500142-0.13726298663184397*I
2.	1.0471975511965976	0.17239235393144497-0.643377023708549*I	1.149909297734137+0.07932874735106864*I	0.2710960990005489+0.07263998079842475*I
2.	1.0471975511965976	-0.10295614540528454+0.38423756560397093*I	0.7097393264033299-0.22187236940195568*I	0.8575140332759973+0.22977019271465832*I
2.	1.0471975511965976	-0.17711613859137068+0.6610064280634063*I	1.1835377501282158+0.09552362674525931*I	-0.1224722010123275-0.032816327356515275*I
2.	1.5707963267948966	0.-0.7071067811865462*I	1.2247448713915883+0.*I	0.
2.	1.5707963267948966	0.+0.*I	0.+1.7249341164216735*^-7*I	1.0000000000000149
2.	1.5707963267948966	0.+0.*I	0.+1.7249341164216735*^-7*I	1.0000000000000149
2.	1.5707963267948966	0.+0.*I	0.+1.7249341164216735*^-7*I	1.0000000000000149
2.	1.5707963267948966	0.+0.*I	0.+2.0967792390987707*^-7*I	-1.000000000000022
2.	1.5707963267948966	0.+0.*I	0.+2.0967792390987707*^-7*I	-1.000000000000022
2.	1.5707963267948966	0.+0.*I	0.+2.0967792390987707*^-7*I	-1.000000000000022
2.	1.5707963267948966	0.+0.707106781186541*I	1.2247448713915852+0.*I	0.
2.	2.0943951023931953	-0.17239235393144633-0.6433770237085539*I	1.1499092977341392-0.07932874735106969*I	-0.2710960990005512+0.07263998079842537*I
2.	2.0943951023931953	0.10295614540528701+0.38423756560398004*I	0.7097393264033344+0.22187236940195104*I	-0.8575140332759963+0.22977019271465807*I
2.	2.0943951023931953	0.1771161385914076+0.6610064280635437*I	1.1835377501283113-0.0955236267453047*I	0.122472201012113-0.0328163273564578*I
2.	2.6179938779914944	-0.2999816306279894-0.5195834255850379*I	1.0466493211901522-0.0744162749726987*I	-0.36750701597682695+0.21218027460329708*I
2.	2.6179938779914944	0.28236382825267925+0.4890684967532931*I	0.925301628261821+0.15795532595105607*I	-0.7016681317510555+0.4051082847482536*I
2.	2.6179938779914944	0.30109369290976495+0.5215095739582541*I	1.0756419733433384-0.1156420598054209*I	0.23774646684494338-0.13726298663181047*I
2.	3.141592653589793	-0.36922836001174386-0.3692283600117439*I	1.+4.440892098500626*^-16*I	-0.3692283600117445+0.36922836001174447*I
2.	3.141592653589793	0.49999999999999845+0.4999999999999985*I	1.-1.27675647831893*^-15*I	-0.4999999999999972+0.49999999999999717*I
2.	3.141592653589793	-0.4999999999999994-0.49999999999999944*I	1.-1.4988010832439613*^-15*I	0.49999999999999795-0.4999999999999979*I
2.	3.141592653589793	0.3174134430459688+0.31741344304596886*I	1.-1.304512053934559*^-15*I	0.3174134430459668-0.31741344304596675*I
